Histology,CEL,ALB,CTRB2,CTRC,PLA2G1B,GP2,CELA2B,CELP,SERPINI2,AMY2B,CTRL,ERP27
0,4.63127994537,2.47743010521,4.86263990402,5.40872001648,3.34051990509,4.95983982086,4.29692983627,5.0724401474,3.47088003159,6.02903985977,4.32108020782,6.08777999878
0,4.10034990311,2.63314008713,4.16700983047,4.67751979828,3.40030002594,4.54420995712,4.00102996826,4.89610004425,3.53159999847,6.650370121,4.20260000229,6.48620986938
0,8.2583398819,2.47600007057,8.38883018494,7.56067991257,7.83234977722,6.99160003662,5.78833007812,6.16134977341,3.9311299324,9.60778045654,5.05427980423,6.37553977966
0,7.88310003281,2.72287988663,7.74491977692,7.18729019165,7.5664601326,7.09276008606,5.81102991104,6.33748006821,3.79736995697,9.5698299408,4.73867988586,6.4157500267
0,12.866900444,3.40790009499,13.6319999695,12.2806997299,12.6443004608,10.6632995605,10.0797996521,10.4292001724,7.6769900322,12.8950996399,9.43373012543,9.05887985229
0,12.5664997101,3.81000995636,13.2978000641,11.8163003922,12.5804004669,10.575799942,10.1395998001,10.3070001602,7.703810215,12.9583997726,9.36087989807,8.9306602478
0,9.48991966248,2.56181001663,9.95341014862,8.47953987122,8.7882604599,7.4751701355,6.62270021439,7.47088003159,4.82307004929,10.0052995682,6.1588602066,6.27877998352
0,7.59684991837,2.71074008942,8.69314002991,6.62978982925,5.85840988159,5.74785995483,4.49519014359,6.19153022766,3.466340065,7.38903999329,4.89650011063,6.12889003754
0,14.1333999634,9.94235038757,14.1906003952,13.8207998276,14.152299881,13.8346996307,13.163599968,13.6000003815,12.0724000931,13.9870004654,12.7032003403,13.1161003113
0,7.32241010666,2.65446996689,7.8695101738,7.02022981644,6.90618991852,5.9192199707,5.37121009827,5.57641983032,3.33067989349,8.4842300415,5.36103010178,6.91832017899
0,4.31393003464,2.7340900898,5.21648979187,5.20616006851,4.20867013931,5.3992099762,4.1566901207,4.83320999146,3.24745988846,6.88882017136,4.08514022827,5.93158006668
0,7.02491998672,2.52318000793,4.32640981674,4.63970994949,3.995470047,9.99816989899,4.43904018402,5.76890993118,3.79238009453,6.34966993332,4.00474023819,6.01114988327
0,13.4962997437,7.3527097702,14.3473997116,13.6507997513,13.9783000946,12.7459001541,11.9764995575,13.1310997009,10.7988996506,13.1045999527,10.991900444,11.6330003738
0,4.83177995682,7.57240009308,5.45543003082,5.48074007034,4.64537000656,6.77469015121,4.60890007019,5.33335018158,3.6880800724,7.17903995514,4.67440986633,6.04254007339
0,13.5572004318,7.34848022461,13.8606004715,12.7870998383,13.1441001892,12.3429002762,10.2461004257,11.9576997757,9.24164009094,12.6632003784,9.90904045105,10.0223999023
0,6.26760005951,2.38867998123,6.15705013275,5.9484500885,4.90790987015,5.46425008774,4.19470977783,5.38602018356,3.58262991905,8.00539970398,4.62001991272,6.55771017075
0,13.8695001602,6.35158014297,13.9930000305,13.6862001419,13.4870004654,12.716799736,11.3020000458,12.45470047,9.78530979156,13.3885002136,11.0391998291,11.2983999252
0,13.5643997192,4.6591501236,14.0357999802,13.1370000839,13.6920003891,12.4041004181,11.6932001114,12.158200264,9.97793006897,13.376999855,10.5550003052,11.0466003418
0,12.9819002151,6.9574098587,13.2251996994,12.0829000473,12.3133001328,10.7423000336,9.72058963776,10.7385997772,8.15765953064,12.4099998474,8.54825973511,10.3683004379
0,14.0593996048,9.53236961365,14.2456998825,13.9758996964,14.1717996597,13.5174999237,13.2412004471,13.4145002365,11.4792995453,13.917599678,12.9664001465,12.4926996231
0,10.4961996078,2.77232003212,10.3063001633,9.505900383,9.68803977966,8.48073959351,7.54035997391,8.28623962402,4.90270996094,10.7845001221,6.49494981766,7.86401987076
0,12.2351999283,4.95781993866,13.1625995636,10.9036998749,10.8474998474,9.75998973846,7.09982013702,9.63457012177,7.8512301445,8.01208019257,6.74808979034,8.99372005463
0,8.21551990509,2.74598002434,8.02445030212,7.60462999344,7.47493982315,6.05951023102,5.89459991455,6.24442005157,4.40572977066,9.24452972412,5.3263502121,5.33910989761
0,14.0078001022,9.62036037445,14.2981004715,13.9083003998,14.1955003738,13.7946996689,13.2242002487,13.2575998306,11.6872997284,13.9070997238,12.4450998306,12.4506998062
0,5.67133998871,2.81740999222,5.73296022415,5.4817700386,4.81570005417,4.84707021713,4.74787998199,4.8993601799,3.5089199543,7.33559989929,5.00814008713,5.90816020966
0,12.5979995728,4.83224010468,13.2293996811,10.6696996689,11.4577999115,10.054400444,7.82594013214,10.4034996033,7.94562005997,10.5566997528,7.43866014481,9.20808982849
0,7.24439001083,2.65688991547,8.37664031982,6.61789989471,5.75830984116,5.36085987091,5.4924697876,5.93024015427,3.54782009125,7.52328014374,4.28988981247,6.42781019211
0,9.20936965942,3.54783010483,10.5499000549,8.06214046478,8.69559001923,7.59427976608,5.50107002258,7.27020978928,4.72525978088,8.39628982544,5.50315999985,7.01787996292
0,14.2483997345,9.46022033691,14.3805999756,14.0627002716,14.225399971,13.9858999252,13.410900116,13.7510995865,12.2930002213,13.8277997971,13.2671003342,13.2030000687
0,8.96765041351,2.61736011505,9.32365989685,8.23698043823,8.53332996368,7.56263017654,6.63606977463,6.80883979797,3.7335600853,8.93039989471,5.48333978653,7.47496986389
0,13.9165000916,7.71415996552,14.152299881,13.4300003052,13.519200325,12.7209997177,12.0371999741,12.6180000305,10.3859996796,13.8304004669,10.758099556,11.2083997726
0,14.067199707,10.0256996155,14.2931995392,13.6632995605,14.0346002579,13.6148004532,12.5254001617,13.3187999725,11.6378002167,13.915599823,11.7806997299,12.3340997696
0,5.8302397728,2.62890005112,5.42892980576,5.67423009872,4.39020013809,5.86487007141,5.05606985092,5.72900009155,3.2863099575,7.49254989624,4.7004199028,5.25973987579
0,8.61497020721,2.56222009659,9.28853988647,7.2088098526,6.84613990784,6.68836021423,4.53987979889,6.70002985001,3.92674994469,7.78620004654,4.95810985565,6.41509008408
0,6.54375982285,2.53213000298,7.46944999695,6.64187002182,5.77439022064,6.27827978134,5.8635802269,5.6444401741,3.53332996368,8.86120033264,4.58319997787,6.75338983536
0,12.6217002869,6.83616018295,13.5338001251,11.5134000778,11.9898004532,10.2407999039,8.41683006287,10.3565998077,8.06822967529,11.2687997818,8.10210037231,9.03419017792
0,14.091799736,9.36507034302,14.3449001312,13.8709001541,14.2255001068,13.9794998169,13.3100004196,13.4588003159,11.9139995575,14.0804004669,13.1497001648,12.700799942
0,10.4280004501,3.42817997932,10.345199585,8.48198986053,8.29438018799,7.32100009918,6.49627017975,7.74101018906,4.79231977463,8.59566020966,5.42361021042,7.58674001694
0,12.6485004425,5.55882978439,13.4320001602,11.6315002441,12.3565998077,10.6527996063,9.59508991241,10.6942996979,8.44919013977,12.5396003723,8.88428020477,9.58804035187
1,3.96607995033,2.4941599369,4.8874001503,4.92324018478,3.13884997368,4.89300012589,4.5857000351,5.41031980515,3.57445001602,6.67953014374,4.65758991241,6.01011991501
1,4.10070991516,2.45149993896,4.67223978043,5.51494979858,3.48483991623,5.07363986969,4.5759601593,4.5833902359,3.09474992752,6.89102983475,4.47831010818,5.74514007568
1,14.3009996414,11.4777002335,14.4822998047,14.1700000763,14.3480997086,14.2117996216,13.6305999756,14.0101003647,13.1878995895,14.0071001053,13.8289003372,13.5952997208
1,14.2735996246,11.4308004379,14.3857002258,14.0443000793,14.3134002686,14.2048997879,13.5240001678,14.0150003433,13.3945999146,14.1244001389,13.7608995438,13.6197004318
1,14.2798995972,11.5171003342,14.4562997818,14.1541004181,14.3527002335,14.2032003403,13.5820999146,13.9005002975,12.944899559,14.1289997101,13.7244997025,13.6115999222
1,14.2377996445,11.3339996338,14.3868999481,14.103099823,14.3858995438,14.1450996399,13.6175003052,13.8879003525,13.0293998718,14.1758003235,13.6698999405,13.6239995956
1,14.2370996475,11.9316997528,14.3781003952,14.0687999725,14.3635997772,14.1062002182,13.5908002853,13.9020004272,13.1546001434,14.1189002991,13.5225000381,13.5604000092
1,6.32757997513,2.39154005051,6.56565999985,6.14989995956,5.59460020065,5.54381990433,4.25143003464,5.15150976181,3.73453998566,8.41584968567,5.44652986526,7.26141023636
1,14.2580003738,11.3816003799,14.3688001633,13.9927997589,14.3084001541,14.2018995285,13.429599762,13.9079999924,13.0845003128,14.0727996826,13.394900322,13.6084003448
1,4.25771999359,2.71077990532,4.67773008347,5.24912023544,3.94556999207,4.98052978516,4.3629899025,4.80020999908,3.64815998077,6.40697002411,4.70606994629,5.98586988449
1,6.28997993469,2.57450008392,5.23344993591,5.55771017075,4.52790021896,6.27378988266,4.90105009079,6.02869987488,3.66674995422,6.70201015472,5.09775018692,4.55119991302
1,6.50416994095,2.55256009102,5.06568002701,5.33648014069,4.55573987961,8.82155036926,4.74873018265,5.74312019348,3.37176990509,5.98704004288,5.16205978394,5.48292016983
1,5.51359987259,2.57158994675,5.63264989853,4.9192199707,4.04674005508,9.11207962036,4.91770982742,5.62452983856,3.83692002296,7.03604984283,4.87835979462,5.27143001556
1,5.38640022278,2.91930007935,5.11049985886,5.29793977737,5.02188014984,6.11281013489,5.01802015305,5.29625988007,3.88616991043,6.23575019836,4.62669992447,6.38337993622
1,14.2741003036,12.5207996368,14.3619003296,14.1926002502,14.3343000412,14.1583003998,13.7144002914,13.8984003067,12.9743003845,14.0361995697,13.4837999344,13.3556995392
1,6.32553005219,2.41857004166,6.80319976807,5.91654014587,5.89647006989,5.3193898201,4.86630010605,5.45812988281,3.35492992401,8.5377702713,4.55129003525,6.61546993256
1,14.3017997742,11.125,14.4350996017,14.1847000122,14.2761001587,14.1209001541,13.4524002075,13.8481998444,12.8586997986,13.9478998184,13.7403001785,13.5227003098
1,14.1574001312,10.951499939,14.3935003281,14.108499527,14.3093004227,14.1316995621,13.5621995926,13.8402004242,12.8041000366,14.140999794,13.4583997726,13.5012998581
1,14.2709999084,11.6784000397,14.4140996933,14.1913003922,14.2831001282,14.1517000198,13.4385004044,13.8907003403,12.9549999237,13.9947004318,13.5780000687,13.6149997711
1,14.2534999847,11.619600296,14.3579998016,14.0949001312,14.2981996536,14.0419998169,13.6187000275,13.9097995758,13.0092000961,14.1394996643,13.5584001541,13.4732999802
1,14.0783004761,9.9261598587,14.1443004608,13.9329996109,14.0102996826,13.3479003906,13.1070995331,13.4393997192,11.3156003952,14.0333995819,12.7645998001,12.497300148
1,5.4955701828,2.86807990074,5.63698005676,5.74402999878,4.25200986862,5.5322599411,4.37295007706,5.06213998795,3.37690997124,7.34245014191,4.56953001022,5.87625980377
1,14.3434000015,11.8978004456,14.4525995255,14.1970996857,14.3496999741,14.1463003159,13.5795001984,13.8937997818,12.8893995285,14.0649003983,13.8060998917,13.5193004608
1,14.220199585,11.9828996658,14.3941001892,14.0594997406,14.3022003174,14.1473999023,13.569899559,13.7624998093,12.9068002701,14.0495996475,13.3393001556,13.304400444
1,14.3191003799,11.5278997421,14.4062004089,14.1263999939,14.2931003571,14.140999794,13.5423002243,14.0333003998,12.6243000031,14.0904998779,13.4990997314,13.4857997894
1,14.2784004211,11.4938001633,14.3205003738,14.0389995575,14.3367004395,14.1543998718,13.6632995605,13.7504997253,13.0307998657,14.2442998886,13.6646003723,13.546500206
1,3.89069008827,2.52550005913,5.50697994232,5.55693006516,4.31054019928,5.65593004227,4.31019020081,4.91590976715,3.26791000366,7.64432001114,4.82488012314,6.96916007996
1,13.5242996216,9.0496301651,14.2771997452,12.9715003967,13.5437002182,12.4441995621,10.0170001984,12.0277996063,10.1861000061,12.310500145,10.0355997086,10.8540000916
1,14.0304002762,9.76648044586,14.11439991,13.7980003357,13.8775997162,13.3676996231,12.617600441,13.2680997849,11.2421998978,13.755900383,12.1101999283,12.5038003922
1,6.48867988586,2.7275800705,5.04574012756,5.8289899826,4.5430598259,6.365650177,4.88269996643,6.46015977859,4.16611003876,6.77575016022,4.79334020615,5.43545007706
1,14.2735996246,12.2531995773,14.4200000763,14.1246995926,14.2931003571,14.1086997986,13.4933004379,13.8114004135,12.8711996078,14.0804004669,13.1740999222,13.3678998947
1,14.298500061,12.4865999222,14.4301996231,14.0593004227,14.2969999313,14.1371002197,13.355099678,13.9347000122,13.2356004715,14.0631999969,13.0543003082,13.5377998352
1,14.2180995941,10.7877998352,14.3501996994,14.1625995636,14.2742004395,14.1906003952,13.5677995682,14.0607004166,12.767999649,14.0481996536,13.8163003922,13.5604000092
1,14.3924999237,3.70335006714,14.5103998184,14.2561998367,13.5087995529,13.146900177,12.0843000412,13.9792003632,9.7342300415,13.9450998306,13.0377998352,10.3979997635
1,14.2278995514,12.0472002029,14.3985996246,14.0146999359,14.2530002594,14.2744998932,13.6142997742,13.8233995438,13.1810998917,14.1337003708,13.5024995804,13.5549001694
1,14.3081998825,11.782500267,14.3232002258,14.0889997482,14.3109998703,14.1406002045,13.6275997162,13.8593997955,12.6384000778,14.2020998001,13.6472997665,13.5899000168
1,4.39769983292,2.51004004478,5.41634988785,5.43620014191,4.35534000397,5.52314996719,4.24659013748,4.91370010376,3.6105799675,8.45108985901,5.60173988342,7.06160020828
1,14.331199646,11.9313001633,14.3982000351,14.0670995712,14.2861995697,14.1480998993,13.5073003769,14.0958995819,12.9476995468,13.9919996262,13.4131002426,13.530500412
1,14.2170000076,10.1138000488,14.3627996445,14.1098003387,14.2795000076,14.0778999329,13.5115003586,13.8912000656,12.5488996506,14.0656995773,13.3362998962,13.2967996597
